transfer_id,buy_price,buy_date,name,wear,rarityClassName,uuid,meta_offer_id,stackable,sale_id,offer_date_created,offer_date_trade_unlock,state,offer_date_sold,time_to_sell,commission_factor,selling_price,min_selling_price,profit
G3HUS5FGZLHP,7.43,2025-10-01,MP7 | Fade (Factory New),6.54,mythical,6857694c-6e8b-4f83-99c6-3ad2996526bd,65119434.0,False,6857694c-6e8b-4f83-99c6-3ad2996526bd,2025-10-12,,AVAILABLE,,,0.08,10.47,8.09,2.2
GZPTCD32L5WX,2.56,2025-10-25,M4A1-S | Mud-Spec (Factory New),5.94,uncommon,e2fbb65d-34b7-4b9e-8dab-f7c7fae87e16,65269036.0,False,e2fbb65d-34b7-4b9e-8dab-f7c7fae87e16,2025-10-26,,AVAILABLE,,,0.08,5.17,2.79,2.2
G4X7F4365NRZ,2.56,2025-10-25,M4A1-S | Mud-Spec (Factory New),3.9,uncommon,7c5bc0b1-aa41-4197-bf2f-528162fabbd1,65269035.0,False,7c5bc0b1-aa41-4197-bf2f-528162fabbd1,2025-10-26,,AVAILABLE,,,0.08,5.17,2.79,2.2
G02SA35H9KL9,5.5,2025-09-27,Gift Package,,common,,1278917.0,True,55db3077-c2f3-446d-8191-3b021d5110d0,2025-10-02,,AVAILABLE,,,0.07,8.16,5.92,2.09
GRCLKP4D2269,5.5,2025-09-27,Gift Package,,common,,1278917.0,True,d06fd243-ce10-4660-82ca-3f552273467a,2025-10-02,,AVAILABLE,,,0.07,8.16,5.92,2.09
G9TNANNHNN88,5.5,2025-09-27,Gift Package,,common,,1278917.0,True,f1df55f1-441e-4927-84a3-57027fcff501,2025-10-02,,AVAILABLE,,,0.07,8.16,5.92,2.09
GST030SW7GWH,5.5,2025-09-27,Gift Package,,common,,1278917.0,True,9332ba9d-4426-4a42-85e5-6b438be34e0b,2025-10-02,,AVAILABLE,,,0.07,8.16,5.92,2.09
GTSFF3W7KSA8,5.5,2025-09-27,Gift Package,,common,,1278917.0,True,2c3ba43f-a5d2-4000-bf96-c911bffcb37d,2025-10-02,,AVAILABLE,,,0.07,8.16,5.92,2.09
GK9UKL4EW2UL,5.5,2025-09-27,Gift Package,,common,,1278917.0,True,45ceb7f4-5fe4-4661-b1bb-ced66d514564,2025-10-02,,AVAILABLE,,,0.07,8.16,5.92,2.09
GX5KGLW6X2T6,5.5,2025-09-27,Gift Package,,common,,1278917.0,True,cf234723-f49e-476d-95c2-f665224964b5,2025-10-02,,AVAILABLE,,,0.07,8.16,5.92,2.09
G49WXWW48P23,5.5,2025-09-27,Gift Package,,common,,1278917.0,True,217b5915-f30d-46b3-890e-0b8e5993dbad,2025-10-02,,AVAILABLE,,,0.07,8.16,5.92,2.09
